"StationId","StationName","CountyName","TownName","StationLatitude","StationLongitude","StationAltitude","DateTime","Past1hr","Past10Min","Past3hr","Past6hr","Past12hr","Past24hr","NOW","Past2days","Past3days"
"CAAD80","國五N008K","新北市","石碇區","24.98241","121.66808","217.0","2024-11-11 11:10:00","0","0","1","4.5","7.5","8","7.5","10.5","23"
"CAAD90","國五N013K","新北市","坪林區","24.947603","121.7055","280.0","2024-11-11 11:10:00","0","0","0","1","1.5","1.5","1.5","1.5","11"
"CAUB30","國五S031K","宜蘭縣","礁溪鄉","24.819143","121.78237","40.0","2024-11-11 11:10:00","0","0","0","0","0.5","0.5","0.5","0.5","1"
"CAUB40","國五S041K","宜蘭縣","壯圍鄉","24.734764","121.78192","37.0","2024-11-11 11:10:00","0","0","0","0.5","1","1","1","1","1.5"
"CAUB50","國五S047K","宜蘭縣","羅東鎮","24.675455","121.79458","38.0","2024-11-11 11:10:00","0","0","0","0","2","2","2","5","9"
"467290","古坑","雲林縣","古坑鄉","23.633638","120.55188","90.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0Z061","玉里","花蓮縣","玉里鎮","23.3215","121.33965","174.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0S770","大溪山","臺東縣","太麻里鄉","22.478476","120.94332","375.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","2","2"
"C0Z070","舞鶴","花蓮縣","瑞穗鄉","23.468115","121.37407","247.0","2024-11-11 11:10:00","0","0","0","0.5","1","1","1","1","1"
"C1R250","力里","屏東縣","春日鄉","22.428118","120.62923","92.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0R280","檳榔","屏東縣","滿州鄉","22.076075","120.83679","242.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0.5","1"
"C1S880","壽卡","臺東縣","達仁鄉","22.23891","120.8589","474.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","1"
"C0R320","車城","屏東縣","車城鄉","22.0744","120.71625","7.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0R350","貓鼻頭","屏東縣","恆春鎮","21.921688","120.73582","35.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0R270","琉球嶼","屏東縣","琉球鄉","22.332245","120.362236","51.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0A980","社子","臺北市","士林區","25.109509","121.46968","11.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0A9C0","天母","臺北市","士林區","25.117495","121.53717","35.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0A9F0","內湖","臺北市","內湖區","25.079422","121.57545","35.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0.5"
"C0AC70","信義","臺北市","信義區","25.037823","121.5646","71.0","2024-11-11 11:10:00","0","0","0.5","0.5","1","1","1","1.5","5.5"
"C1R290","石門山","屏東縣","牡丹鄉","22.112612","120.7566","260.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0A530","坪林","新北市","坪林區","24.938183","121.70975","300.0","2024-11-11 11:10:00","0","0","0","1","1.5","1.5","1.5","2","11"
"C0A550","泰平","新北市","雙溪區","24.971197","121.82371","422.0","2024-11-11 11:10:00","0","0","1.5","2.5","5.5","10.5","5","20.5","61"
"C0AC60","三峽","新北市","三峽區","24.939026","121.36973","55.0","2024-11-11 11:10:00","0","0","0","0","0.5","0.5","0.5","0.5","2.5"
"C1A9N0","四十份","新北市","新店區","24.934158","121.593285","435.0","2024-11-11 11:10:00","0","0","0.5","1","2.5","4.5","2.5","13","22"
"C0T790","大禹嶺","花蓮縣","秀林鄉","24.186117","121.316086","2830.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0T9A0","月眉山","花蓮縣","壽豐鄉","23.809929","121.539825","498.0","2024-11-11 11:10:00","0","0","0","0","0.5","0.5","0.5","3.5","4.5"
"C0T9B0","水源","花蓮縣","秀林鄉","23.991861","121.53717","558.0","2024-11-11 11:10:00","0","0","0","0","1.5","2.5","1","2.5","2.5"
"C1E670","南礦","苗栗縣","南庄鄉","24.538279","121.00284","1209.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C2F9A0","中竹林","臺中市","太平區","24.103556","120.75106","425.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1F9J1","清水林","臺中市","太平區","24.071241","120.82042","723.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1F9B1","桐林","臺中市","霧峰區","24.066172","120.73519","130.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1F9C1","白冷","臺中市","和平區","24.182844","120.929886","610.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1F9D1","白毛台","臺中市","新社區","24.158325","120.88693","639.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1F9E1","龍安","臺中市","新社區","24.1605","120.83196","563.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1F9F1","伯公龍","臺中市","東勢區","24.272392","120.849045","500.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1E681","南勢山","苗栗縣","泰安鄉","24.421669","120.92383","977.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1E691","南湖","苗栗縣","大湖鄉","24.40135","120.83753","786.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1E701","八卦","苗栗縣","泰安鄉","24.491756","120.92762","737.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1E711","馬拉邦山","苗栗縣","大湖鄉","24.367306","120.90166","990.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1E721","泰安","苗栗縣","泰安鄉","24.489017","120.96803","1409.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1F9G1","慶福山","臺中市","東勢區","24.180853","120.84838","810.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C2FA00","烏石坑","臺中市","和平區","24.273502","120.94762","983.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I201","中心崙","南投縣","竹山鎮","23.728722","120.7121","677.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I211","蘆竹湳","南投縣","中寮鄉","23.93402","120.812","529.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I220","樟湖","南投縣","國姓鄉","23.905333","120.846985","1098.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I240","外大坪","南投縣","埔里鎮","23.958696","120.91793","725.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I250","鯉潭","南投縣","埔里鎮","23.961922","120.991135","732.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I260","北坑","南投縣","埔里鎮","23.9246","121.006905","601.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I280","埔中","南投縣","名間鄉","23.820778","120.64259","439.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I290","豐丘","南投縣","信義鄉","23.668179","120.88742","1151.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I310","西巒","南投縣","信義鄉","23.754486","120.88396","1033.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I320","奧萬大","南投縣","仁愛鄉","23.952955","121.17856","1275.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I330","楓樹林","南投縣","仁愛鄉","23.986803","121.07612","1266.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1I340","新興橋","南投縣","信義鄉","23.563334","120.86873","897.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1M600","頭凍","嘉義縣","番路鄉","23.406364","120.60334","986.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0U750","龜山島","宜蘭縣","頭城鎮","24.841667","121.95313","398.0","2024-11-11 11:10:00","0","0","0","0","0.5","0.5","0.5","1","7"
"C1S800","華源","臺東縣","太麻里鄉","22.657883","121.02325","80.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0S840","南田","臺東縣","達仁鄉","22.279724","120.889206","22.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0S790","金崙","臺東縣","太麻里鄉","22.538122","120.96687","236.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0.5","0.5"
"C1S820","金峰","臺東縣","金峰鄉","22.59097","120.933235","177.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0T9G0","鳳林山","花蓮縣","鳳林鎮","23.73527","121.42013","605.0","2024-11-11 11:10:00","0","0","0","0","1.5","3.5","1.5","3.5","3.5"
"C0T9E0","大坑","花蓮縣","壽豐鄉","23.880629","121.58198","415.0","2024-11-11 11:10:00","0","0","0","0","0.5","0.5","0.5","3.5","5"
"C0T9H0","加路蘭山","花蓮縣","豐濱鄉","23.682947","121.5274","725.0","2024-11-11 11:10:00","0","0","0","0","2.5","4.5","2.5","7.5","11.5"
"C0T9F0","水璉","花蓮縣","壽豐鄉","23.79713","121.54251","251.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","1","1.5"
"C0T9D0","和中","花蓮縣","秀林鄉","24.266762","121.74103","7.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","25"
"C0U760","東澳","宜蘭縣","南澳鄉","24.521957","121.833176","22.0","2024-11-11 11:10:00","0","0","0","4","6","6","6","8.5","22"
"C0U770","南澳","宜蘭縣","南澳鄉","24.449347","121.81022","5.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","31.5"
"C0F9I0","神岡","臺中市","神岡區","24.272482","120.65832","194.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"A1A9S0","湖田國小","臺北市","北投區","25.168594","121.53892","699.0","2024-11-11 11:10:00","1","0","4","5.5","12","12.5","11","15.5","37"
"A1A9T0","大屯國小","臺北市","北投區","25.154997","121.503914","318.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","2.5"
"A1A9U0","桃源國中","臺北市","北投區","25.134398","121.47691","28.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"A1A9V0","北投國小","臺北市","北投區","25.133898","121.49892","37.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"A1A9W0","陽明高中","臺北市","士林區","25.092497","121.51671","18.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"A1A9X0","太平國小","臺北市","大同區","25.061695","121.51171","20.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0.5"
"A1A9Y0","民生國中","臺北市","松山區","25.059692","121.5667","28.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","2"
"A1A9Z0","中正國中","臺北市","中正區","25.031696","121.521904","31.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","1"
"A1AA00","三興國小","臺北市","信義區","25.029194","121.558105","28.0","2024-11-11 11:10:00","0","0","0.5","0.5","0.5","0.5","0.5","1","5"
"A1AA10","格致國中","臺北市","士林區","25.131395","121.545616","394.0","2024-11-11 11:10:00","0","0","1","3","4.5","4.5","4.5","4.5","5"
"A1AA20","平等國小","臺北市","士林區","25.129192","121.57641","427.0","2024-11-11 11:10:00","0","0","2","3","6.5","6.5","6","7","10"
"A1AA30","至善國中","臺北市","士林區","25.103294","121.55561","53.0","2024-11-11 11:10:00","0","0","0","2","2","2","2","2","2"
"A1AA40","碧湖國小","臺北市","內湖區","25.084692","121.591705","33.0","2024-11-11 11:10:00","0","0","0.5","1","2","2","2","2","3"
"A1AA60","留公國中","臺北市","信義區","25.037191","121.58561","32.0","2024-11-11 11:10:00","0","0","0.5","0.5","1","1","1","3","14.5"
"A1AA70","舊莊國小","臺北市","南港區","25.039991","121.61941","38.0","2024-11-11 11:10:00","0","0","1.5","1.5","3","3","3","8","34.5"
"A1AA80","市政中心","臺北市","信義區","25.038895","121.556404","83.0","2024-11-11 11:10:00","0","0","0.5","0.5","1.5","1.5","1.5","2","7"
"A1AA90","博嘉國小","臺北市","文山區","25.002193","121.5753","53.0","2024-11-11 11:10:00","1.5","0.5","6.5","8.5","8.5","8.5","8.5","9.5","18"
"A1AB00","北政國中","臺北市","文山區","24.984392","121.5775","39.0","2024-11-11 11:10:00","0","0","2","5.5","6.5","6.5","6.5","8.5","16"
"A1AB10","埤腹","臺北市","文山區","24.986395","121.5453","42.0","2024-11-11 11:10:00","0.5","0","2","5","5","5","5","5","11"
"A1AB20","雙園","臺北市","萬華區","25.030298","121.49031","31.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","1.5"
"A1AB30","中洲","臺北市","士林區","25.105297","121.47471","8.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"A1AB40","玉成","臺北市","南港區","25.052193","121.582504","27.0","2024-11-11 11:10:00","0","0","0","0.5","1.5","1.5","1.5","2","9"
"A1AB50","建國","臺北市","中山區","25.072195","121.52891","25.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"A1AB60","福德","臺北市","士林區","25.099396","121.52891","14.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"A1AB70","奇岩","臺北市","北投區","25.123898","121.50311","28.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"A1AB80","雙溪","臺北市","士林區","25.113592","121.56941","127.0","2024-11-11 11:10:00","0","0","1.5","5","7.5","7.5","7.5","7.5","10.5"
"01A210","大豹","新北市","三峽區","24.887278","121.42137","600.0","2024-11-11 11:10:00","0","0","1","2","4","5","4","10","18"
"01A430","福山(3)","新北市","烏來區","24.7798","121.49736","500.0","2024-11-11 11:10:00","0","0","1","1","1","1","1","3","6"
"01A440","大桶山","新北市","烏來區","24.876211","121.56299","916.0","2024-11-11 11:10:00","0","0","1","2","6","10","5","17","30"
"01A450","坪林(4)","新北市","坪林區","24.936401","121.71034","200.0","2024-11-11 11:10:00","0","0","0","2","3","3","3","4","14"
"01A410","中正橋","臺北市","中正區","25.02193","121.5164","15.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","2"
"01B030","五堵","基隆市","七堵區","25.079004","121.696625","16.0","2024-11-11 11:10:00","0","0","1","1","6","7","6","23","101"
"01A420","竹子湖","臺北市","士林區","25.162298","121.54405","600.0","2024-11-11 11:10:00","1","0","6","9","15","15","14","15","20"
"01A190","碧湖","新北市","坪林區","24.890886","121.74556","360.0","2024-11-11 11:10:00","0","0","0","0","1","1","1","2","7"
"01A130","石碇(2)","新北市","石碇區","24.991596","121.65788","250.0","2024-11-11 11:10:00","1","0","6","9","11","11","11","12","20"
"01A220","三峽","新北市","三峽區","24.938877","121.35555","33.0","2024-11-11 11:10:00","0","0","0","0","1","1","1","1","3"
"01A380","瑞芳(2)","新北市","瑞芳區","25.110338","121.8033","101.0","2024-11-11 11:10:00","0","0","0","6","6","11","6","14","96"
"01AG10","熊空山","新北市","三峽區","24.87561","121.45199","778.0","2024-11-11 11:10:00","1","0","1","4","8","15","8","24","41"
"01AG00","社后橋","新北市","汐止區","25.063288","121.6338","13.0","2024-11-11 11:10:00","0","0","0","1","3","4","3","6","36"
"01AF90","三貂嶺","新北市","瑞芳區","25.059542","121.82056","118.0","2024-11-11 11:10:00","0","0","2","6","10","11","10","16","49"
"01A350","富貴角","新北市","石門區","25.288486","121.544106","0.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","4"
"21C140","霞雲","桃園市","復興區","24.798204","121.35819","350.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"21D150","玉峰","新竹縣","尖石鄉","24.664907","121.30818","780.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"21C070","巴陵","桃園市","復興區","24.681503","121.39149","1220.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"21U110","池端","宜蘭縣","大同鄉","24.631498","121.474884","1150.0","2024-11-11 11:10:00","0","0","1.5","3.5","7","8.5","7","12","22"
"21C090","嘎拉賀","桃園市","復興區","24.631502","121.40818","1260.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"21D160","白石","新竹縣","尖石鄉","24.548212","121.22488","1620.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"21D170","鎮西堡","新竹縣","尖石鄉","24.564907","121.30818","630.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"21D350","西丘斯山","新竹縣","尖石鄉","24.581505","121.35818","2000.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"L1A840","太平","新北市","雙溪區","24.971779","121.8282","403.0","2024-11-11 11:10:00","0","0","1.5","2.5","5.5","10.5","5.5","20","60.5"
"L1A800","碧湖","新北市","坪林區","24.892584","121.7457","386.0","2024-11-11 11:10:00","0.5","0","0.5","1","1.5","2","1.5","2.5","7.5"
"L1A830","坪林","新北市","坪林區","24.936785","121.7138","210.0","2024-11-11 11:10:00","0","0","0.5","1.5","2.5","3","2.5","4.5","14"
"L1A810","九芎根","新北市","石碇區","24.90239","121.649895","378.0","2024-11-11 11:10:00","0","0","0.5","0.5","1.5","3","1.5","6","13.5"
"L1A820","十三股","新北市","石碇區","24.943989","121.6496","530.0","2024-11-11 11:10:00","0","0","0","0.5","1","2","1","4.5","12"
"L1A790","翡翠","新北市","新店區","24.907093","121.58009","202.0","2024-11-11 11:10:00","0","0","0.5","0.5","0.5","1.5","0.5","7","12.5"
"C1U501","牛鬥","宜蘭縣","大同鄉","24.637836","121.573654","280.0","2024-11-11 11:10:00","0","0","1","1.5","4","6.5","3","15.5","25.5"
"C0D590","新豐","新竹縣","新豐鄉","24.870678","120.97721","143.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","1","1"
"C0C590","觀音","桃園市","觀音區","25.027073","121.15332","72.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0.5","4.5"
"C0C460","復興","桃園市","復興區","24.820208","121.35228","482.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0D540","橫山","新竹縣","橫山鄉","24.711159","121.116936","227.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0C670","龍潭","桃園市","龍潭區","24.870056","121.22139","250.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","1.5"
"C0D550","雪霸","新竹縣","五峰鄉","24.526972","121.11605","1956.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0D560","竹東","新竹縣","竹東鎮","24.767147","121.057884","147.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","1","1"
"C0C620","蘆竹","桃園市","蘆竹區","25.084274","121.26577","19.0","2024-11-11 11:10:00","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","6"
"A1AC50","舊莊里","臺北市","南港區","25.03399","121.6247","47.0","2024-11-11 11:10:00","0.5","0","5","5.5","9","10","9","16","45.5"
"A1AD70","茶製場","臺北市","南港區","25.028387","121.66331","375.0","2024-11-11 11:10:00","1.5","0","7","14","21","24.5","20.5","35","57.5"
"A1AC60","九如里","臺北市","南港區","25.032492","121.6116","44.0","2024-11-11 11:10:00","0.5","0.5","3","3.5","6","6","6","11","37.5"
"A1AD30","安泰里","臺北市","內湖區","25.087591","121.613106","97.0","2024-11-11 11:10:00","0","0","0","1.5","3","3","3","3.5","8"
"A1AC90","溪山里","臺北市","士林區","25.136892","121.58891","453.0","2024-11-11 11:10:00","0","0","4.5","8","17","17","16.5","23.5","40"
"A1AC80","明德樂園","臺北市","士林區","25.113693","121.56571","111.0","2024-11-11 11:10:00","0","0","2","5","7.5","7.5","7","7.5","10.5"
"A1AD00","菁山里","臺北市","士林區","25.143993","121.56601","489.0","2024-11-11 11:10:00","0","0","3","8","14","14","13.5","14.5","17"
"A1AD10","擎天崗","臺北市","士林區","25.163294","121.568016","769.0","2024-11-11 11:10:00","1.5","0.5","13","34","79","86","76","113.5","187"
"A1AD80","貴子坑","臺北市","北投區","25.155897","121.489815","278.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"A1AD50","劍南路","臺北市","中山區","25.089893","121.55131","121.0","2024-11-11 11:10:00","0","0","0","0.5","0.5","0.5","0.5","0.5","0.5"
"A1AD20","竹子湖","臺北市","北投區","25.168295","121.52831","662.0","2024-11-11 11:10:00","0.5","0","1.5","2.5","5.5","6","5","9.5","28"
"A1AD40","小油坑","臺北市","北投區","25.180294","121.54881","814.0","2024-11-11 11:10:00","0.5","0","1","2","6","9","5","16.5","53.5"
"A1AC70","挹翠山莊","臺北市","信義區","25.017094","121.5744","118.0","2024-11-11 11:10:00","1","0","5","5.5","6.5","6.5","6.5","9","24"
"A1AC40","指南里","臺北市","文山區","24.981493","121.5803","103.0","2024-11-11 11:10:00","0","0","2","5.5","7.5","8","7.5","13","22.5"
"A1AD60","貓空","臺北市","文山區","24.968891","121.5953","317.0","2024-11-11 11:10:00","0","0","0","2.5","4","11.5","4","17","25.5"
"C0C650","平鎮","桃園市","平鎮區","24.897503","121.21464","208.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0.5","2.5"
"C0C630","大溪","桃園市","大溪區","24.882853","121.26555","209.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0C680","龜山","桃園市","龜山區","25.028458","121.38656","228.0","2024-11-11 11:10:00","0","0","0","0","0","0.5","0","1","3"
"C0D580","寶山","新竹縣","寶山鄉","24.735006","121.02519","120.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0E730","頭份","苗栗縣","頭份市","24.688248","120.91221","26.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"88C690","蘇樂","桃園市","復興區","24.700596","121.35681","681.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0AD10","八里","新北市","八里區","25.150211","121.403946","27.0","2024-11-11 11:10:00","0","0","0","0.5","0.5","0.5","0.5","0.5","1"
"C0AD30","蘆洲","新北市","蘆洲區","25.086594","121.47233","20.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0AD40","土城","新北市","土城區","24.973207","121.44517","32.0","2024-11-11 11:10:00","0","0","2","2","2","2","2","2","4.5"
"C0AD50","鶯歌","新北市","鶯歌區","24.951532","121.34629","84.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","1"
"C0V490","新興","高雄市","新興區","22.627422","120.298805","20.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0U780","五結","宜蘭縣","五結鄉","24.686369","121.79794","15.0","2024-11-11 11:10:00","0","0","0","0","1.5","1.5","1.5","3.5","6.5"
"C1U850","觀音海岸","宜蘭縣","南澳鄉","24.383194","121.77856","665.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0.5","45.5"
"C1U840","東澳嶺","宜蘭縣","南澳鄉","24.5378","121.8485","750.0","2024-11-11 11:10:00","0","0","0.5","9","24","31.5","23.5","56","122"
"A1AG40","四獸山","臺北市","信義區","25.029293","121.58291","315.0","2024-11-11 11:10:00","0","0","1.5","2","3","3.5","3","5.5","17.5"
"A1AG60","福州山","臺北市","大安區","25.016893","121.554306","122.0","2024-11-11 11:10:00","0","0","1.5","1.5","1.5","1.5","1.5","2.5","7"
"A1AG80","金面山","臺北市","內湖區","25.094893","121.56991","80.0","2024-11-11 11:10:00","0","0","0","0.5","0.5","0.5","0.5","0.5","0.5"
"A1AG20","大湖里","臺北市","內湖區","25.096392","121.60411","181.0","2024-11-11 11:10:00","0","0","0.5","1","2","2.5","2","3","4.5"
"A1AG30","稻香里","臺北市","北投區","25.147999","121.48392","160.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"A1AG50","劍潭山","臺北市","中山區","25.083096","121.52841","143.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"A1AG70","仙跡岩","臺北市","文山區","24.989294","121.543205","81.0","2024-11-11 11:10:00","0.5","0","4","6","7","7","7","7.5","13"
"C0E820","獅潭","苗栗縣","獅潭鄉","24.539133","120.920044","220.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1D630","飛鳳山","新竹縣","芎林鄉","24.766464","121.11918","462.0","2024-11-11 11:10:00","0","0","0","0","0","0.5","0","2","2"
"C1D640","外坪五指","新竹縣","北埔鄉","24.644447","121.09096","718.0","2024-11-11 11:10:00","0","0","0","0","0","4.5","0","5","6.5"
"C0E791","卓蘭","苗栗縣","卓蘭鎮","24.312557","120.82436","366.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C1E770","公館","苗栗縣","公館鄉","24.526915","120.8308","83.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0E830","苑裡","苗栗縣","苑裡鎮","24.439714","120.65305","37.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0E740","造橋","苗栗縣","造橋鄉","24.637056","120.86478","27.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0E750","苗栗","苗栗縣","苗栗市","24.56457","120.82458","62.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0E780","銅鑼","苗栗縣","銅鑼鄉","24.489681","120.790855","160.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0E810","西湖","苗栗縣","西湖鄉","24.562946","120.7485","53.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0G770","福興","彰化縣","福興鄉","24.041288","120.43767","15.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0G780","秀水","彰化縣","秀水鄉","24.03405","120.50387","27.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0G800","埔鹽","彰化縣","埔鹽鄉","24.000395","120.43169","15.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0G810","埔心","彰化縣","埔心鄉","23.947634","120.52546","26.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0G820","田尾","彰化縣","田尾鄉","23.901669","120.50939","29.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0G830","埤頭","彰化縣","埤頭鄉","23.866003","120.452805","27.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C2G840","北斗","彰化縣","北斗鎮","23.877586","120.51422","32.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0G860","社頭","彰化縣","社頭鄉","23.897648","120.5862","45.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0G880","二水","彰化縣","二水鄉","23.810741","120.6173","92.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C2G870","芳苑","彰化縣","芳苑鄉","23.922302","120.32002","12.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"C0G890","伸港","彰化縣","伸港鄉","24.148933","120.484406","24.0","2024-11-11 11:10:00","0","0","0","0","0","0","0","0","0"
"CAB050","國三N002K","基隆市","中山區","25.14583","121.7217","79.0","2024-11-11 11:20:00","0","0","0","0.5","1","1.5","0.5","2.5","38.5"
"CAB030","國三S004K","基隆市","七堵區","25.11444","121.6886","107.0","2024-11-11 11:20:00","0","0","0","1","2","5","2","10.5","73"
"CAB040","國三S007K","基隆市","七堵區","25.09694","121.6678","76.0","2024-11-11 11:20:00","0","0","0.5","1","4","4.5","3.5","8.5","48"
"CAA030","國三S010K","新北市","汐止區","25.08","121.6475","50.0","2024-11-11 11:20:00","0","0","0","0","0","0","0","0","0"
"CAA040","國三S016K","臺北市","南港區","25.03306","121.6158","71.0","2024-11-11 11:20:00","0.5","0","3","3","4.5","4.5","4.5","9","33"
